,user_id,actual,recomendations
1853,2421,"[ 1098910  1060673   983897  1124029  1125530  9836526  1106523   960732
  1006878  1045220   873627  1039484  1003836 13381584   997011   887691
   965766   883817  1128647   872702   840361  1004906   893867   927291
   982790   930137  1041476  9416729  1012873   821741   860651   930917
   986021   893018  1106301  1108844   892008   995055   870428  1065593
   870372  1022011  6633273 10282046  1132619   990004   970760   944588
 12302069  1086740]","[1098910, 1060673, 983897, 1124029, 1125530]"
1854,2423,"[ 933835 1040807  951590  883003  819978  845307 1101010  827656 5569230
 1014802 5568378 1043751  990797  919534 1077359 1022119 1087102  866755
 1127701  910032  832678  856827  971922 1064213 1042438  856252  965638
  830887 1137775 5569845  829001 1097239  889509  865528  883932  971949
  995876  955431 1018740  972665 1138443 1128016 9881592  942525  871337
  935126 1138772  837644 1094107 9881593]","[933835, 1040807, 951590, 883003, 819978]"
1855,2424,"[  976199   840361   844179   961554   923746 12384177   999858   962568
  1052912  1004906   847982   833025   878996   849697  1104343  1057365
  1136257  1068719  1071939  1006184   848029  7442056  9245106   873654
  1059236  1112825  1044089  1024306   828106   825176   916122  1056509
  1030981   948650   863447   857503   999270   867188  5591154   922340
   896369  8290421  9677886  1109090   908531 12263788   859075  1105917
  1077048  1139827]","[976199, 840361, 844179, 961554, 923746]"
1856,2425,"[ 893501 5569471  972665 1118244  851683  856252  878715 1012922  951590
  830935 1061732 1134810  990688  986869  947146  960318 1082627 5567148
  867547 1128016 7167865 9553048  986187  998549 9707498  927382  846656
  858711 1135460 1113141 1070727  845868  902238 1135834 9677109 8090532
  828143 1065538  922651 1004436  995502 1110857 5564636  881154  827079
  912280  878775 5569230 1105450 1006184]","[893501, 5569471, 972665, 1118244, 851683]"
1857,2426,"[  972312  1006878   960732   893867   982790  1093490   965766  1042942
   983897  9836526  9802981  5574377   893018   844165   930137  1051211
  1008012 10282046  1004906   970760  1098910  1124029   826695   913785
   962229   910032  1031260  8090509   998189   840361  1048462   873627
   834103  1076875   839094   993685   893501  1066783   998206   821741
  1092026  1134810  1074524  9526410  1131438  1102067  1115577  1053690
   869577  1060673]","[972312, 1006878, 960732, 893867, 982790]"
1858,2427,"[ 893501  856252  907141 1118244  922651 1037751  856788 1138677  972665
  998549  858711 1135460 5566674 1022340  977854 1053690  908636 5569230
  916487  972515  986869 9707240 5564636  845193 1089954 5569471 5566752
 1019883 1134810  878775 1125391  990688 1104481  924834  923670  833025
 1020962 5995177 1031087  859075  992922  839094 5567365  868764 1087754
  915617  840361 6904419 9827666 7166724]","[893501, 856252, 907141, 1118244, 922651]"
1859,2430,"[  986912   854852   906017  1000753   962568   974156  1024306 12731714
   944534  1081177  1037863 12757140   892998  1004906  9297403   885863
  1134296   863529   993638  1104604  6534030   953539   871611   969932
  1070702  1023720 13842088   831628   857006   862799   877175   845208
   917760   866878  1018740  1098927  1128240   844179  1037337   896613
  1041031  6533608  6533936 12262978   934639  1022199   980657   944486
   968936  9836195]","[986912, 854852, 906017, 1000753, 962568]"
1860,2431,"[ 1069312  1122358  7410071  1038985   889731  1082212  5568197   866211
  5981267  1121656   920109  1019247  1015280  1113768  1034956   874877
   857503  5572738   865174   887342  1135222   825994  1013531  1109249
 12263857   962407  5591103   924352  5590613  1135552   878996   860975
   893018   950824  9419487  1068719  1006649   823576  5564948  1085846
   919589   885463  1003188  1054424   889223  1087605  1120443  7167967
   948384  7169088]","[1069312, 1122358, 7410071, 1038985, 889731]"
1861,2432,"[ 961554  866211  878996 1024306  854852  962568 1023720  857503  840361
 1105488 1127179  916122 6034857 1081177  933637  903325 1051516 1058997
  930118  898958  862349 1004906  865178  900802  965267 1026118  845208
  891954  901062 1137688 1040935 1022254 1098248 1027569  970030 1055504
 1062002  996070  852856 1042697 1046262  930603 7024990  979707 9676866
  831628 1105623 1117514  865174 6442594]","[961554, 866211, 878996, 1024306, 854852]"
1862,2435,"[ 893501  863885  982790 1134810  935393 1053690  922636  824193  883817
 1082627 1106523  902172  983584  969568 1083721 1011300  937928  965766
 1109249 5590613 1041476  921197  893018  887691 1099802  993685  826666
 5592610  945779  857503  823576  870608 1031260  884896 1122568 5565202
  844441  873627  998206 1006878 1105301  952317  851819  961747 5568191
 5564901  830935  901916  910032 1075979]","[893501, 863885, 982790, 1134810, 935393]"
1863,2437,"[ 1091365   922651  1063207 10345155   906262  1104481   986187  1007136
  7025204   901067  1084694  1139782  1011457   970158  1008814  1012913
   972515  1087916   897671  8276172  7024927  8273950   993327  7024871
  7167864  1110843   955867   858711   928640  5566735   831181  1073150
  1020962   899257   960170 13842160  1130452  9483753   835080   999250
  1117393   967760  1074333   825994  1118627   863802  1053628 13039424
 12524490  8293439]","[1091365, 922651, 1063207, 10345155, 906262]"
1864,2438,"[  967395   979707  9677202   840361   913785  1065593   844179   999858
   916122  1081189   999270   869728   865178  1068719  1081177  1081710
   854852  1004906   962568   961554   976199   957013  1039156   999730
   963835   995965  1070272  1096099   896862   889989   907647   930666
   937292   954642  9526410   965766   839188   973002  1132968  1042907
   924610   878285   908318 10282046   836645   919535  1016302  1006184
   820291 13115501]","[967395, 979707, 9677202, 840361, 913785]"
1865,2440,"[1006878 1062572 1060673 1024306  867547  960732  900842  857503  873887
 1114605 1058997 1015386 1037332 1126899 1102067  866211  854852  912704
  878996  955587 1098910 1076608  945662  935578  999104 1022097 1027569
 1064002  882247  925862 1113141  910109  902172 1119454 1117393  858439
 9483753 1070820 1007136 1015280  851147  840361 1082212  905087 1023720
 1002771  950935  903738  999250  993466]","[1006878, 1062572, 1060673, 1024306, 867547]"
1866,2441,"[1134810  863885  937791 1125391  840601 1044188  851819 1106523  837366
  944139  887691 1013842 1012873 1139525 1021116  897953  937928  892008
  986021 1124475 1019883 8090521  845622  936634  907662  873627 1037751
 1135460  965766  883817 1041476  882941  917421  951590 1134513 1037417
 1089066 5995180 1003836 1005861  893729  930917 1053690  982790  957411
  935578  831763  950615 1114604 1019479]","[1134810, 863885, 937791, 1125391, 840601]"
1867,2442,"[  954424   996009   926206  1094562  1011427   820486   941198  1139569
   956284  1024306  1125391  9419198  1138677   967144   998424  1037751
   858181  1101932   832285   866540 13007846   914318   822517   908531
   864658   870929  1022795  1040812   957232  1044511  1095587   911311
   890695  1100273  1023720  9926758   867016   969494   890610  1035836
   947107 10284946   912860  1043973  1076187  1058543  7167836   946845
   894968   989409]","[954424, 996009, 926206, 1094562, 1011427]"
1868,2445,"[  879734   859026  1021324   985742   969945   922636  1084203   821788
   845208  1075786  1056212   912451   944249  5585510   835300  1115069
   896085 12456589  1076306  1021116  1098694   822524  1122358  1031892
  1042628  1106523  1038692   996444  1042544  1074546   920239   831888
  1031316   830935   932179   990984   970160   985889  9296965  1015280
   973916  1066097  1078741  1040416   908408  9707498   941183 10456371
   915459  1037840]","[879734, 859026, 1021324, 985742, 969945]"
1869,2446,"[ 845208  923746 1133018 1081177 1106523  840361 1044078 1004906 1068719
  854852 1076056 5569230  866211 1096036  844179 1037863 1049788  878996
  908531  916122 5585510  909894  899624 8090537  987562  859075 1043590
  893018  844165  871756 1026118  962568 1038217  833025 5568378 1053690
 5592931  951590 1122358 5569845  993638 1102959 1023720 1071939  913785
  961554 1024306 1023958 1068292  896613]","[845208, 923746, 1133018, 1081177, 1106523]"
1870,2447,"[ 1040807   951590  1137775   819978   933835   959316   960318  1101010
   883003  1071594   971922   883932   895930   890695   935126  1043751
   885863   940947  1006414  1039156   898510  5569230   845193  1076769
   856252  1018740  1016709   976214  1132771   914318   866158  1120839
   897306   967461 12672980  1116635  1084177   845307  8015407   827578
   880888   834129  1069003  8090521  1003487  1028995   898466  5568378
   824180  9487885]","[1040807, 951590, 1137775, 819978, 933835]"
1871,2448,"[ 1106523  1044078   844179  1101173  1025628  1068719   827570   833025
   941033   865891   853622   844839  1133018  1015597   883418   843744
   870547   923746  1004906  9526624   983584   891648  1126895   846830
 12301100  5568378  1042544   877358  1095040   859075   892008   899624
   830887  7144131   970605   931777  1044188  1042345   893018  1020581
   835788   845774   910032   879735  1104205  1029624  1135071   901543
   848029  5569230]","[1106523, 1044078, 844179, 1101173, 1025628]"
1872,2449,"[  893501  1071939   840361   845208  5569471   987562   859075   962568
   923746   897125   854852  1081177   961554   833025  1046584   909894
  1096036   847982   944249  1136257   915064  6463710   908531   893018
   864893   959985   985889  1024032   839419  9527494   998843  1040371
 12810391  1134810  1118244  1004906  5585510   896369   944139  1056509
  1044895   912451  1067779  5569230  1133157   908408   969568  1059922
  1013641  1006184]","[893501, 1071939, 840361, 845208, 5569471]"
1873,2450,"[  823576  1099802  1125391  9419268  1011427   851147  1026209  1058068
   911311  1137342   921197  1139569   954424   857503  1028715   912860
  1024306  1116050   882247   823098 10456180  1087754   871188   956284
  1037751   856788   878775   858181 10457238   996009   900802   878290
   967144  1010185   865174  1034955  1094562   972515   884089   905459
   822517   935389  1058543   846202   932179  6034577  1040812  1009449
  1106271   845208]","[823576, 1099802, 1125391, 9419268, 1011427]"
1874,2451,"[ 1135573   983665  1019247   857503   830245   882247   859010  1022848
  1038985  1108094   906844  5585510   839419  1139782  1087081   921744
  1138631  1091520  1074333   890999   854965   854607   865174   922847
   957951   925579  1111080 13072850  1033324  1031260   937845  1000806
   897671   989249   893501   963502   839656  1047076   974923   864893
   919535  6391532  1053016   885406   938596  7410344   893018   887342
  1092354  1110111]","[1135573, 983665, 1019247, 857503, 830245]"
1875,2452,"[  840361   916122   940947   866211  1068719  1004906   961554  1081177
   878996   913785  1005186   979707   951590   965766  1027569  1115576
   844179   879528   854852  1051211  1006184   995965  1100972  1077490
  1016709  1009187  1050851  1112238  1070497   859075  1102067   897954
   934172  1022097   923670  9296919  1031087   885290  5995177  1054215
   957839  1007512  9487885   880150   878026  1024731 12810393   908318
   919704  1087102]","[840361, 916122, 940947, 866211, 1068719]"
1876,2453,"[  986912   831628   871611  6513891   878996   896613  1091365   857006
  1014948   965267  1024306   968936   999250  1005186  1130452  1105488
  1052912  1128812   890955   858743  1026755  1023473  8293439   961979
 13842088   944486  5565784  1126704  1139493  9707137  1105467   917760
  5582712  9926758  1004906   866211   866540  1120532  8090560  1119860
   962568   994065  1087695  1110843 12518330  9655212  1039589  8090539
  5565664   954351]","[986912, 831628, 871611, 6513891, 878996]"
1877,2454,"[ 1106523   895680   916122  1044078  1081177  1068719   965766  1072523
  1101173  1112766   840361   925862  1044188   923746   987562  1004906
  1106116   835618 12302069   895166 12301100  9420312  1077745   999858
   844179  1038217   985999   823721  5592931   913785   896862  1020581
   897954  1036347  1133018  1081262   989824   842140   902192  1016260
   979707   870608   930666  1116476   881391   927291   917816  1054215
   957839   965963]","[1106523, 895680, 916122, 1044078, 1081177]"
1878,2455,"[ 916122  878996  866211  844179  840361  961554  923746 1081177  857503
  962568  854852 1004906  903325 1011300 8090440 1136257 1068719 1106523
  999858  865178 1024306  979707  824005  976199 1137694  965267  868423
 1028816  821083  930118  961979  823862  863447  970030  951412  855325
 1137688  868683  872137 1121393 8290421  848319 1105488 5591814 1027168
 1042697  845208 1026118 1048257 1046262]","[916122, 878996, 866211, 844179, 840361]"
1879,2456,"[ 840361  893018  859075  923746 1096036 1071939 1004906  908531  961554
 1044078  897125 1021116 1106523 1081177  839419  944139  912451  896369
 1136257 1038217  913785  916122 1068719 5585510  899624 5568378 1044895
  987562 1029504  845208  822407  847982  833025 1124695  898068  909894
 5569327  930917  844179  866211 9416729  983584  966379  856772 1045220
 1134810 1083721  860975 1133018  918368]","[840361, 893018, 859075, 923746, 1096036]"
